AKK	ENG	Frequency
KA₂ GAL- d INANNA	gate of Ištar	1
e-li-i	upper	1
ul-tu	From	1
u₂-ša₂-aš₂-ši	I made carry	1
zu-un-nim	rains	1
um-ma-na-at	workmen	1
ad-kam-ma	I mustered	1
ti-la-ni-iš	tell	1
iš-ša-ap-ku	was piled up	1
ik-kam-ru-ma	had become a heap	1
te-me₂-en-šu	its foundation	1
i-ga-ru-šu₂	its wall	1
ut-ta-as-su₂-u₂	were carried away	1
ra-bu-tu₂	heavy	1
ra-a-di	downpours	1
e-piš	who built	1
el	surpass	1
EN-ia	my lord	1
i-ku-un-na	will endure	1
ki-i	like	1
an-hu-us-su₂	dilapidated section	1
tu-pa-aš₂-ša₂-hu	you repair	1
in-na-hu-ma	becomes dilapidated	1
i₃-nu-ma	When	1
da-ra-ti	ever	1
u₂-la-bar	will live	1
DUMU d EN	to Son-of-Bēl	1
iš-da-šu₂	his foundations	1
d EN	to Bēl	1
mu-šar-re-e	inscription	1
i-bar-ri	observes	1
pi-i	mouth	1
i-ha-ṭu	examines	1
ga-ri-ka	your opponent	1
li-na-ru	kill	1
ši-te-eʾ-e-ma	constantly seek out	1
d AG	of Nabû	1
aš₂-rat	shrines	1
ŠA₃-ka	your heart	1
ša₂	when	1
LUGAL	of king	1
e	not	1
qi₂-bit	command	1
šu-mi₃-ka	of your name	1
ana	for	1
liš-ša₂-kin	be established	1
qi₂-bit-su₂	command	1
in-nen-nu-u₂	changed	1
la	cannot	1
ša₂	whose	1
GAL-i	great	1
d AMAR UTU	of Marduk	1
i-na	By	1
ma-ah-ri-ia₂	before me	1
šu-kun	place	1
mu-šar-re-ka	your inscribed objects	1
KI	with	1
a-mur-ma	find	1
MU-ia₂	my name	1
ši-ṭir	inscription	1
u₂-nak-ki-ru	change	1
la	did not	1
a-šar-šu₂	location	1
a-mu-ru-ma	I found	1
taš-du-ud	set	1
da-na-nu	power	1
a-na-ku-ma	I	1
a-na	in	1
u₄-mi-šu-ma	that time	1
ka-a-a-an-tu-um-ma	reliable statements	1
sur-ra-tu-ma	lies	1
i-nim-ma-a-a	My words	1
az-kur	I swore	1
DINGIR-ia	my god	1
be-li-ia	my lord	1
d AMAR UTU	by Marduk	1
ni-iš	oath	1
šub-ši-i	existence	1
ṣa-lam	statue	1
la	no	1
a-mat	word	1
zi-ki-ir	fame	1
qi₂-ba-a-ti-ia₂	my command	1
šu-us-su₂-ki	removed	1
na-as-qa₂-a-tim	carefully selected	1
a-ma-tu-u₂-a	words	1
ah-ra-a-tim	future	1
ma-na-ma	any	1
i-na	At	1
LUGAL-ti	of king	1
e-mu-qi₂	might	1
lu	either	1
be-lu-ut	dominion over	1
i-nam-bu-u₂	names	1
KUR	land	1
ša₂	whom	1
ar₂-ki-ia₂	after me	1
a-lik	who comes	1
DUMU DUMU	grandson	1
lu	or	1
DUMU	son	1
ma-ti-ma	in future	1
ma-ah-ri-ia	before me	1
ma-na-ma	Any	1
du-ur UD MEŠ	eternity	1
a-mu-ur₂	I found	1
u₂-ki-in	I firmly placed	1
ALAM-ia	my statue	1
it-ti	with	1
ra-bi-i	great	1
ki-i-nu	secure	1
i-pu-šu	had built	1
ša₂	who	1
E₂	temple	1
