AKK	ENG	Frequency
i-na-šu-un-nu	They bear	1
MI GIŠ	favor	1
man-da-at-šú-nu	their tribute	1
a-na	among	1
KUR KUR MEŠ	of lands	1
LUGAL MEŠ	of Kings	1
GAL-ú	Great	1
ma-du-ú-tu	of many	1
mu-te-ʾ-e-mu	ruler	1
ma-du-ú-tu	many	1
LUGAL MEŠ	kings	1
ib-nu-ú	made	1
li-šá-nu MEŠ	of tongues	1
id-din-nu	gave	1
LÚ UN MEŠ	people	1
a-na	to	1
a-me-lu-ú-tú	mankind	1
AN-e an-nu-ú-tu	sky	1
a-ga-ʾ	this	1
qaq-qa-ru	earth	1
GAL-ú	great	1
nap-ḫa-ar	totality	1
qaq-qa-ru	of earth	1
a-na-ku	me	1
KUR pu-ú-ṭu	Libya	1
šá-al-aṭ-ak	ruler	1
muḫ-ḫi-šú-nu	them	1
ina	over	1
pa-ar-su	Persia	1
e-lat	except	1
LUGAL-šú-nu	king	1
šá	whose	1
KUR KUR MEŠ	countries	1
ši-tir	stock	1
a-ga-a-ta	this	1
ar-ri-i	of Aryan	1
ar-ri-i	Aryan	1
LÚ pa-ar-sa-a-a	of Persian	1
LÚ pa-ar-sa-a-a	Persian	1
m a-ḫa-ma-an-ni-iš-ši-ʾ	Achaemenian	1
m da-a-ri-ia-a-muš	of Darius	1
ru-uq-qu-ti	far	1
GAL-ti	great	1
KUR a-ku-pi-i-iš	Akaufaka	1
ina	among	1
KUR ba-an-ni-e-šú	Caria	1
te-ep-pu-šá-ʾ	You must perform	1
a-ga-ʾ	That	1
e-te-pu-uš	made	1
bab-ba-nu-ú	excellent	1
šá	that	1
e-pu-uš	Perform	1
ip-pu-uš	performs	1
e-te-pu-uš	performed	1
um-ma	thus	1
gab-bi	all	1
ap-te-qir	I made prohibition	1
ép-šu	were performed	1
a-šar	Where	1
ina li-ib-bi	therein	1
ip-pu-šu-ú	they performed	1
da-ḫu-ru-ma-az-da-ʾ	Ahuramazda	1
la	not	1
e-pu-uš	did	1
e-te-pu-uš	I did	1
an-nu-tu	those	1
ina	on	1
ki-i	if	1
ár-ki-i	afterwards	1
at-ta	You	1
lu-mu-ur	while	1
ba-la-ṭu-ia	alive	1
lu-ú-tu-ru	I turn	1
mi-it-ú-ti-ia	my death	1
um-ma	you say	1
ga-a-mar	everything	1
a-di-i	until	1
ul-lu-ú	That	1
ép-šu	was done	1
bi-i-ši	ill	1
bi-i-ši	evil	1
šá-nu-ú	another thing	1
e-pu-uš	I did	1
at-ta-pa-al	tore down	1
lem-nu MEŠ	of evil ones	1
KUR ku-ú-šu	Ethiopia	1
ši-in	these	1
a-na	of	1
an-na-ʾ	this	1
li-i-din-nu	grant	1
ta-qa-bu-ú	should	1
ul-te-ši-ib-šú-nu-tu	I caused them to well	1
qaq-qa-ru-šú-nu	their territories	1
a-du-uk	smote	1
ku-ul-lu-ú	they hold	1
e-ri-iš	ask	1
ip-pu-šu-ú	they do	1
at-tu-ú-a	My	1
da-a-ta	edict	1
iq-qa-ba-áš-ši-nu-tu	is said to them	1
pa-ni-ia	from me	1
ul-tu	After	1
m ḫi-ši-ʾ-ar-ši	erxes	1
a-ga-ʾ	This	1
É ḪI A	households	1
É	house	1
i-na	among	1
da-a-ta	observes	1
a-me-lu	man	1
si-i-gi	law	1
i-se-gu-ú	law	1
šá-ṭar	are written	1
pa-ni	before	1
ik-ki-ru-ú	they became rebellious	1
i-ba-áš	there is	1
a-na-ku	Me	1
a-šar	place	1
i-ta-ar	he will turn	1
mi-i-ti	dead	1
i-ma-ar	will experience	1
ul-lu-ú	that one	1
ba-la-ṭu-šú	his lifetime	1
li-iṣ-ṣur-an-ni	protect	1
DINGIR	god	1
