GRC	ENG	Frequency
αἷς	in which	1
Διόνυσος	Dionysos	1
χαίρει	rejoices	1
συνῆψαν	attached it	1
δρομαίων	running	1
χορεύματα	the dances	1
τριετηρίδων	of the biennial festivals	1
ἡδὺς	He is welcome	1
ὄρεσιν	the mountains	1
ἐκ	from	1
θιάσων	the thiasoi	1
ἀπὸ	From	1
