UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,Authority Link,First-level tag,Second-level tag,Typology,Visited or referenced,Other,COMMENTS,GROUP_ID,GROUP_ORDER
5bcb8ac0-96a2-4fd2-9c85-57f3d6683437,anabasis_book5_english.txt,Thorax the Boeotian,char-offset:47905,PERSON,,,,,,,,thorax|person,thorax,person,,,,,,,
d1cb1f5b-6b43-425f-b603-875cdb1122ff,anabasis_book5_english.txt,the Boeotian,char-offset:47912,PLACE,http://pleiades.stoa.org/places/540689,Boeotia,-0550/0300,38.34668803333333,23.18467753333333,region,VERIFIED,Boeotia|person|ethnic|region,https://en.wikipedia.org/wiki/Boeotia,person,ethnic,region,,,,,
5f60731b-9bd2-4192-bbde-4dc15fb2c85e,anabasis_book5_english.txt,Xenophon,char-offset:47947,PERSON,,,,,,,,Xenophon|person,https://en.wikipedia.org/wiki/Xenophon,person,,,,,,,
1aacaa90-5e8e-46d4-9a93-47f6ab38bd18,anabasis_book5_english.txt,Euxine,char-offset:48029,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,-0750/2100,43.0786852,34.7425505,water-open,VERIFIED,EuxineSea|location|region,https://en.wikipedia.org/wiki/Black_Sea,location,,region,,,,,
440f7000-6bab-4966-ac82-6c8d6682134f,anabasis_book5_english.txt,Chersonese,char-offset:48056,PLACE,http://pleiades.stoa.org/places/501450,"Kallipo(u)lis|Kallipoulis/Kallipolis, Gelibolu",-0330/2000,40.417447,26.67743500000006,"settlement,port",VERIFIED,Chersonese|location|region,https://en.wikipedia.org/wiki/Gallipoli#Antiquity_and_Middle_Ages,location,,region,,,,,
be1903fe-bdd7-4205-8d84-fbcb6eb65e50,anabasis_book5_english.txt,Greece,char-offset:48270,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greece|location|region,https://en.wikipedia.org/wiki/Ancient_Greece,location,,region,,,,,
ef99cbd9-fe04-4d0c-a108-025f8782d11f,anabasis_book5_english.txt,Timasion,char-offset:48404,PERSON,,,,,,,,timasion|person,timasion,person,,,,,,,
0c6de454-3faf-4e57-b2eb-11966ac19a0a,anabasis_book5_english.txt,Heracleots,char-offset:48489,PLACE,http://pleiades.stoa.org/places/844944,"Heraclea|Heraclea/Herakleia, Karadeniz Ereğli",-0550/0640,41.284722,31.414722,settlement,VERIFIED,Heracleia|collective|ethnic|referenced,https://en.wikipedia.org/wiki/Heraclea_Pontica,collective,ethnic,,referenced,,,,
db858aa5-1db8-4afe-a630-fb181030ee74,anabasis_book5_english.txt,Sinopeans,char-offset:48508,PLACE,http://pleiades.stoa.org/places/857321,"Sinope|Sinope, Sinop",-1750/2000,42.0206,35.14885,"settlement,port",VERIFIED,Sinope|collective|ethnic|referenced,"https://en.wikipedia.org/wiki/Sinop,_Turkey",collective,ethnic,,referenced,,,,
ab146bd0-dbfa-491f-be78-b059ce080020,anabasis_book5_english.txt,Timasion,char-offset:48533,PERSON,,,,,,,,timasion|person,timasion,person,,,,,,,
