UUID,FILE,QUOTE_TRANSCRIPTION,ANCHOR,TYPE,URI,VOCAB_LABEL,VOCAB_TEMPORAL_BOUNDS,LAT,LNG,PLACE_TYPE,VERIFICATION_STATUS,TAGS,Authority Link,First-level tag,Second-level tag,Typology,Visited or referenced,Other,COMMENTS,GROUP_ID,GROUP_ORDER
5d37b3a3-eb33-49e2-971b-77b1e7fde81e,anabasis_book6_english.txt,Thrace,char-offset:27095,PLACE,http://pleiades.stoa.org/places/501638,Thracia,-0750/0640,40.288041,23.129408,unknown,VERIFIED,Thrace|location|region,https://en.wikipedia.org/wiki/Thrace.,location,,region,,,,,
4e76ba74-10ac-460d-8dc5-db818ab965f7,anabasis_book6_english.txt,Euxine,char-offset:27129,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,-0750/2100,43.0786852,34.7425505,water-open,VERIFIED,Euxine Sea|location|region,https://en.wikipedia.org/wiki/Black_Sea.,location,,region,,,,,
f20ac7e4-36ff-434c-a290-4484ef4bba2f,anabasis_book6_english.txt,Heracleia,char-offset:27158,PLACE,http://pleiades.stoa.org/places/844944,"Heraclea|Heraclea/Herakleia, Karadeniz Ereğli",-0550/0640,41.284722,31.414722,settlement,VERIFIED,Heracleia|visited|location,https://en.wikipedia.org/wiki/Heraclea_Pontica.,location,,,visited,,,,
10c694e3-c2d9-4869-bdfd-ed43b839da26,anabasis_book6_english.txt,Euxine,char-offset:27210,PLACE,http://pleiades.stoa.org/places/1224,Pontus Euxinus,-0750/2100,43.0786852,34.7425505,water-open,VERIFIED,Euxine Sea|location|region,https://en.wikipedia.org/wiki/Black_Sea.,location,,region,,,,,
511c7b4c-95de-4ca8-aeaa-f61039c73741,anabasis_book6_english.txt,Byzantium,char-offset:27281,PLACE,http://pleiades.stoa.org/places/520985,"Constantinopolis|Byzantium|Byzantium/Byzantion/Constantinopolis, Istanbul",-0750/2100,41.012379,28.975926,"settlement,urban",VERIFIED,Byzantium|location|referenced,https://en.wikipedia.org/wiki/Byzantium.,location,,,referenced,,,,
c5691653-b865-43aa-913a-b0f13b5a0070,anabasis_book6_english.txt,Heracleia,char-offset:27294,PLACE,http://pleiades.stoa.org/places/844944,"Heraclea|Heraclea/Herakleia, Karadeniz Ereğli",-0550/0640,41.284722,31.414722,settlement,VERIFIED,Heracleia|visited|location,https://en.wikipedia.org/wiki/Heraclea_Pontica.,location,,,visited,,,,
ccc29d48-b18f-4cd8-92c5-87a48182d330,anabasis_book6_english.txt,Greek,char-offset:27375,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greek|collective|ethnic|region,https://en.wikipedia.org/wiki/Greeks.,collective,ethnic,region,,,,,
60fdbeee-b09c-4ae0-81fa-03b24475688e,anabasis_book6_english.txt,Bithynian Thracians,char-offset:27387,PLACE,,,,,,,NOT_IDENTIFIABLE,Bithyni|collective|ethnic|ambiguous,https://en.wikipedia.org/wiki/Bithyni.,collective,ethnic,,,ambiguous,"Xenophon seems to distinguish 'Bythinian Thracians' as a unique ethnic group among the peoples of Bythinia. However, this carries similar difficulties to the annotation on 'Thrace-in-Asia' for conflating it with a Pleiades ID or map location, though in this instance there is Wikidata available.",,
5192b5e9-5db5-4097-a33b-d0c6827218d9,anabasis_book6_english.txt,Greeks,char-offset:27452,PLACE,http://pleiades.stoa.org/places/1001896,Hellas,-0550/2100,37.5,22.5,province,VERIFIED,Greek|collective|ethnic|region,https://en.wikipedia.org/wiki/Greeks.,collective,ethnic,region,,,,,
4d05e3d7-4f9f-4a21-a995-5965d2345217,anabasis_book6_english.txt,Calpe Harbour,char-offset:27535,PLACE,http://pleiades.stoa.org/places/511285,"Kalpe|Kalpe, Kirpe",-0550/0300,41.1435155,30.1965195,settlement,VERIFIED,Calpe|location|referenced,https://en.wikipedia.org/wiki/Calpe_(Bithynia).,location,,,referenced,,,,
ec816d7e-4eec-4aba-9d7c-66c64dfa7f46,anabasis_book6_english.txt,Heracleia,char-offset:27587,PLACE,http://pleiades.stoa.org/places/844944,"Heraclea|Heraclea/Herakleia, Karadeniz Ereğli",-0550/0640,41.284722,31.414722,settlement,VERIFIED,Heracleia|visited|location,https://en.wikipedia.org/wiki/Heraclea_Pontica.,location,,,visited,,,,
